origin_root,relative_path,path,category,size_bytes,description,schema_preview,aggregate_metrics_only,per_epoch_metrics,per_sample_predictions,saved_model_inference,explainability_analyses
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn_focus_hybrid\kt\trial_0067\exec_0\history.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn_focus_hybrid\kt\trial_0067\exec_0\history.csv,csv,7192,Per-epoch training history exported from a Keras Tuner trial.,"epoch, auc, binary_accuracy, false_negatives, false_positives, learning_rate, loss, precision, recall, val_auc, val_binary_accuracy, val_false_negatives",False,True,False,False,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn_focus_hybrid\kt\trial_0068\exec_0\history.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn_focus_hybrid\kt\trial_0068\exec_0\history.csv,csv,4221,Per-epoch training history exported from a Keras Tuner trial.,"epoch, auc, binary_accuracy, false_negatives, false_positives, learning_rate, loss, precision, recall, val_auc, val_binary_accuracy, val_false_negatives",False,True,False,False,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn_focus_hybrid\kt\trial_0069\exec_0\history.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn_focus_hybrid\kt\trial_0069\exec_0\history.csv,csv,7237,Per-epoch training history exported from a Keras Tuner trial.,"epoch, auc, binary_accuracy, false_negatives, false_positives, learning_rate, loss, precision, recall, val_auc, val_binary_accuracy, val_false_negatives",False,True,False,False,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn_focus_hybrid\kt\trial_0070\exec_0\history.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn_focus_hybrid\kt\trial_0070\exec_0\history.csv,csv,7184,Per-epoch training history exported from a Keras Tuner trial.,"epoch, auc, binary_accuracy, false_negatives, false_positives, learning_rate, loss, precision, recall, val_auc, val_binary_accuracy, val_false_negatives",False,True,False,False,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn_focus_hybrid\kt\trial_0071\exec_0\history.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn_focus_hybrid\kt\trial_0071\exec_0\history.csv,csv,4821,Per-epoch training history exported from a Keras Tuner trial.,"epoch, auc, binary_accuracy, false_negatives, false_positives, learning_rate, loss, precision, recall, val_auc, val_binary_accuracy, val_false_negatives",False,True,False,False,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn_focus_hybrid\kt\trial_0072\exec_0\history.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn_focus_hybrid\kt\trial_0072\exec_0\history.csv,csv,3624,Per-epoch training history exported from a Keras Tuner trial.,"epoch, auc, binary_accuracy, false_negatives, false_positives, learning_rate, loss, precision, recall, val_auc, val_binary_accuracy, val_false_negatives",False,True,False,False,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn_focus_hybrid\kt\trial_0073\exec_0\history.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn_focus_hybrid\kt\trial_0073\exec_0\history.csv,csv,4454,Per-epoch training history exported from a Keras Tuner trial.,"epoch, auc, binary_accuracy, false_negatives, false_positives, learning_rate, loss, precision, recall, val_auc, val_binary_accuracy, val_false_negatives",False,True,False,False,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn_focus_hybrid\kt\trial_0074\exec_0\history.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn_focus_hybrid\kt\trial_0074\exec_0\history.csv,csv,7398,Per-epoch training history exported from a Keras Tuner trial.,"epoch, auc, binary_accuracy, false_negatives, false_positives, learning_rate, loss, precision, recall, val_auc, val_binary_accuracy, val_false_negatives",False,True,False,False,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn_focus_hybrid\kt\trial_0075\exec_0\history.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn_focus_hybrid\kt\trial_0075\exec_0\history.csv,csv,2751,Per-epoch training history exported from a Keras Tuner trial.,"epoch, auc, binary_accuracy, false_negatives, false_positives, learning_rate, loss, precision, recall, val_auc, val_binary_accuracy, val_false_negatives",False,True,False,False,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn_focus_hybrid\kt\trial_0076\exec_0\history.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn_focus_hybrid\kt\trial_0076\exec_0\history.csv,csv,7306,Per-epoch training history exported from a Keras Tuner trial.,"epoch, auc, binary_accuracy, false_negatives, false_positives, learning_rate, loss, precision, recall, val_auc, val_binary_accuracy, val_false_negatives",False,True,False,False,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn_focus_hybrid\kt\trial_0077\exec_0\history.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn_focus_hybrid\kt\trial_0077\exec_0\history.csv,csv,6627,Per-epoch training history exported from a Keras Tuner trial.,"epoch, auc, binary_accuracy, false_negatives, false_positives, learning_rate, loss, precision, recall, val_auc, val_binary_accuracy, val_false_negatives",False,True,False,False,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn_focus_hybrid\kt\trial_0078\exec_0\history.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn_focus_hybrid\kt\trial_0078\exec_0\history.csv,csv,2004,Per-epoch training history exported from a Keras Tuner trial.,"epoch, auc, binary_accuracy, false_negatives, false_positives, learning_rate, loss, precision, recall, val_auc, val_binary_accuracy, val_false_negatives",False,True,False,False,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn_focus_hybrid\kt\trial_0079\exec_0\history.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn_focus_hybrid\kt\trial_0079\exec_0\history.csv,csv,7289,Per-epoch training history exported from a Keras Tuner trial.,"epoch, auc, binary_accuracy, false_negatives, false_positives, learning_rate, loss, precision, recall, val_auc, val_binary_accuracy, val_false_negatives",False,True,False,False,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn_focus_hybrid\kt\trial_0080\exec_0\history.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn_focus_hybrid\kt\trial_0080\exec_0\history.csv,csv,7272,Per-epoch training history exported from a Keras Tuner trial.,"epoch, auc, binary_accuracy, false_negatives, false_positives, learning_rate, loss, precision, recall, val_auc, val_binary_accuracy, val_false_negatives",False,True,False,False,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn_focus_hybrid\kt\trial_0081\exec_0\history.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn_focus_hybrid\kt\trial_0081\exec_0\history.csv,csv,7313,Per-epoch training history exported from a Keras Tuner trial.,"epoch, auc, binary_accuracy, false_negatives, false_positives, learning_rate, loss, precision, recall, val_auc, val_binary_accuracy, val_false_negatives",False,True,False,False,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn_focus_hybrid\kt\trial_0082\exec_0\history.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn_focus_hybrid\kt\trial_0082\exec_0\history.csv,csv,3966,Per-epoch training history exported from a Keras Tuner trial.,"epoch, auc, binary_accuracy, false_negatives, false_positives, learning_rate, loss, precision, recall, val_auc, val_binary_accuracy, val_false_negatives",False,True,False,False,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn_focus_hybrid\kt\trial_0083\exec_0\history.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn_focus_hybrid\kt\trial_0083\exec_0\history.csv,csv,2810,Per-epoch training history exported from a Keras Tuner trial.,"epoch, auc, binary_accuracy, false_negatives, false_positives, learning_rate, loss, precision, recall, val_auc, val_binary_accuracy, val_false_negatives",False,True,False,False,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn_focus_hybrid\kt\trial_0084\exec_0\history.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn_focus_hybrid\kt\trial_0084\exec_0\history.csv,csv,7189,Per-epoch training history exported from a Keras Tuner trial.,"epoch, auc, binary_accuracy, false_negatives, false_positives, learning_rate, loss, precision, recall, val_auc, val_binary_accuracy, val_false_negatives",False,True,False,False,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn_focus_hybrid\kt\trial_0085\exec_0\history.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn_focus_hybrid\kt\trial_0085\exec_0\history.csv,csv,6189,Per-epoch training history exported from a Keras Tuner trial.,"epoch, auc, binary_accuracy, false_negatives, false_positives, learning_rate, loss, precision, recall, val_auc, val_binary_accuracy, val_false_negatives",False,True,False,False,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn_focus_hybrid\kt\trial_0086\exec_0\history.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn_focus_hybrid\kt\trial_0086\exec_0\history.csv,csv,7326,Per-epoch training history exported from a Keras Tuner trial.,"epoch, auc, binary_accuracy, false_negatives, false_positives, learning_rate, loss, precision, recall, val_auc, val_binary_accuracy, val_false_negatives",False,True,False,False,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn_focus_hybrid\kt\trial_0087\exec_0\history.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn_focus_hybrid\kt\trial_0087\exec_0\history.csv,csv,6341,Per-epoch training history exported from a Keras Tuner trial.,"epoch, auc, binary_accuracy, false_negatives, false_positives, learning_rate, loss, precision, recall, val_auc, val_binary_accuracy, val_false_negatives",False,True,False,False,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn_focus_hybrid\kt\trial_0088\exec_0\history.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn_focus_hybrid\kt\trial_0088\exec_0\history.csv,csv,7367,Per-epoch training history exported from a Keras Tuner trial.,"epoch, auc, binary_accuracy, false_negatives, false_positives, learning_rate, loss, precision, recall, val_auc, val_binary_accuracy, val_false_negatives",False,True,False,False,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn_focus_hybrid\kt\trial_0089\exec_0\history.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn_focus_hybrid\kt\trial_0089\exec_0\history.csv,csv,6710,Per-epoch training history exported from a Keras Tuner trial.,"epoch, auc, binary_accuracy, false_negatives, false_positives, learning_rate, loss, precision, recall, val_auc, val_binary_accuracy, val_false_negatives",False,True,False,False,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn_focus_hybrid\tuning_results.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn_focus_hybrid\tuning_results.csv,csv,12998,Hyperparameter trial summary table with trial-level score and searched settings.,"trial_id, score, status, backbone_choice, focus_units, fusion_layers, fusion_units, fusion_dropout, unfreeze_top, optimizer, learning_rate, num_blocks",False,False,False,False,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn_focus_hybrid\val_curves.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn_focus_hybrid\val_curves.csv,csv,382158,Saved validation-curve artifact.,"trial_id, epoch, auc, binary_accuracy, false_negatives, false_positives, loss, precision, recall, val_auc, val_binary_accuracy, val_false_negatives",False,True,False,False,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\focus_dnn\focus_dnn\kt\trial_0000\exec_0\history.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\focus_dnn\focus_dnn\kt\trial_0000\exec_0\history.csv,csv,0,Per-epoch training history exported from a Keras Tuner trial.,,False,False,False,False,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\focus_dnn\focus_dnn\kt\trial_0001\exec_0\history.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\focus_dnn\focus_dnn\kt\trial_0001\exec_0\history.csv,csv,0,Per-epoch training history exported from a Keras Tuner trial.,,False,False,False,False,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\focus_dnn\focus_dnn\kt\trial_0002\exec_0\history.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\focus_dnn\focus_dnn\kt\trial_0002\exec_0\history.csv,csv,5001,Per-epoch training history exported from a Keras Tuner trial.,"epoch, auc, binary_accuracy, false_negatives, false_positives, learning_rate, loss, precision, recall, val_auc, val_binary_accuracy, val_false_negatives",False,True,False,False,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\focus_dnn\focus_dnn\kt\trial_0003\exec_0\history.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\focus_dnn\focus_dnn\kt\trial_0003\exec_0\history.csv,csv,7331,Per-epoch training history exported from a Keras Tuner trial.,"epoch, auc, binary_accuracy, false_negatives, false_positives, learning_rate, loss, precision, recall, val_auc, val_binary_accuracy, val_false_negatives",False,True,False,False,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\focus_dnn\focus_dnn\kt\trial_0004\exec_0\history.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\focus_dnn\focus_dnn\kt\trial_0004\exec_0\history.csv,csv,7351,Per-epoch training history exported from a Keras Tuner trial.,"epoch, auc, binary_accuracy, false_negatives, false_positives, learning_rate, loss, precision, recall, val_auc, val_binary_accuracy, val_false_negatives",False,True,False,False,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\focus_dnn\focus_dnn\kt\trial_0005\exec_0\history.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\focus_dnn\focus_dnn\kt\trial_0005\exec_0\history.csv,csv,4260,Per-epoch training history exported from a Keras Tuner trial.,"epoch, auc, binary_accuracy, false_negatives, false_positives, learning_rate, loss, precision, recall, val_auc, val_binary_accuracy, val_false_negatives",False,True,False,False,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\focus_dnn\focus_dnn\kt\trial_0006\exec_0\history.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\focus_dnn\focus_dnn\kt\trial_0006\exec_0\history.csv,csv,2350,Per-epoch training history exported from a Keras Tuner trial.,"epoch, auc, binary_accuracy, false_negatives, false_positives, learning_rate, loss, precision, recall, val_auc, val_binary_accuracy, val_false_negatives",False,True,False,False,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\focus_dnn\focus_dnn\kt\trial_0007\exec_0\history.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\focus_dnn\focus_dnn\kt\trial_0007\exec_0\history.csv,csv,3070,Per-epoch training history exported from a Keras Tuner trial.,"epoch, auc, binary_accuracy, false_negatives, false_positives, learning_rate, loss, precision, recall, val_auc, val_binary_accuracy, val_false_negatives",False,True,False,False,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\focus_dnn\focus_dnn\kt\trial_0008\exec_0\history.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\focus_dnn\focus_dnn\kt\trial_0008\exec_0\history.csv,csv,7371,Per-epoch training history exported from a Keras Tuner trial.,"epoch, auc, binary_accuracy, false_negatives, false_positives, learning_rate, loss, precision, recall, val_auc, val_binary_accuracy, val_false_negatives",False,True,False,False,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\focus_dnn\focus_dnn\kt\trial_0009\exec_0\history.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\focus_dnn\focus_dnn\kt\trial_0009\exec_0\history.csv,csv,7384,Per-epoch training history exported from a Keras Tuner trial.,"epoch, auc, binary_accuracy, false_negatives, false_positives, learning_rate, loss, precision, recall, val_auc, val_binary_accuracy, val_false_negatives",False,True,False,False,False
